,SC,MMP3.48+.BM,MMP4.135+.BM,STHSC.150-.BM,MO.6C+II-.BL,GN.BM,DC.PDC.SP,PRET.DN1.TH,PROB.CLP.BM,NK.27+11B-.BM,ENDOTHELIAL,LEC.SLN,BEC.SLN,NON_IMMUNE,EP.MECHI.TH,FRC.CD140A+.MADCAM-.CD35-.SLN
10,0.10893214429135833,0.010944128154879936,0.0062411197465604305,0.07185775133619852,0.11198285067450227,0.0020069159424729952,0.1211795017802853,0.0936023526809521,0.06432787878458822,0.01668150666235196,0.013581972940515242,0.0859253887064271,0.06442829305519934,0.08875150322044006,0.022933580308318092,0.1166231117149501
11,0.08159650741710414,0.07515678697179515,0.09705894197224568,0.013833785406167715,0.010865892160937935,0.09720830733797632,0.02544349765747489,0.11786926341513566,0.020284502785002045,0.0660870921569432,0.08964253969605877,0.008177699326966372,0.05719433289503308,0.08538702992943188,0.07959943448392617,0.074594386387801
12,0.07580339637860842,0.08102684394839159,0.07111060593524615,0.08962751712038401,0.10172307799593311,0.046610237492339446,0.11353719745699957,0.06962192607046107,0.025961251579183775,0.004740852888485602,0.03422544773935431,0.022119763800383184,0.015017534420404915,0.04749066769832433,0.10507963723888027,0.09630404223662029
13,0.04667268769883113,0.06774786679421017,0.1196516140259642,0.06089178088463419,0.08667355248985675,0.011573814334117265,0.08018399738260881,0.03219553839056386,0.12488684314094146,0.03147640321556488,0.05122983054963156,0.08911411627857778,0.06199136632502792,0.04305792020790755,0.02308775272516747,0.06956491555639495
14,0.10744723482405455,0.07246349324715284,0.09051346756224941,0.00770770842109973,0.06600697214835054,0.10017844132791859,0.07326932517811771,0.034888765575340305,0.10838433392840408,0.03622723260310318,0.0121720216927678,0.027125577060923747,0.06523590989233996,0.08816063659595971,0.023167125537873152,0.08705175440434476
15,0.041974317737238954,0.06106934113249278,0.10192922400975322,0.04068819081846215,0.0963554668302653,0.05100349815275424,0.02027227317164338,0.0676442438494124,0.012561134179363012,0.08732017372103444,0.03354345986567186,0.059157989891538774,0.10316426167105958,0.11339270135856575,0.05328859797259359,0.056635125638150624
16,0.011691660659880573,0.09260070462183388,0.01706790387313479,0.08627532948653822,0.007586863111066972,0.06549363621723957,0.07287083846469547,0.08125436057010754,0.006916654723291917,0.08082294011045608,0.04068050185150049,0.09012476117453004,0.08962436860403761,0.09403746703048045,0.08911191391572,0.07384009558548645
17,0.10594706790186041,0.006786012372532572,0.10017939228963327,0.027364238571794992,0.10866248852293049,0.08522518829662112,0.07545116658004512,0.08394362820146842,0.06760551356802576,0.09885570296138277,0.016265369537435,0.08607914490183541,0.005661811254814579,0.0029261990718446435,0.01733734458614276,0.11170973138163275
18,0.040887694091920036,0.08911506531678351,0.07151774786114097,0.05151017171028082,0.05735525950581639,0.07762788665465291,0.06940328698117484,0.02950845561389563,0.08567710798737725,0.08728449520360995,0.055386628263397276,0.08786733159472039,0.004313234010338241,0.062470542356726715,0.06452158465639862,0.0655535081917664
19,0.06691496862908207,0.11720222961248843,0.012175855861610302,0.04825108247257536,0.0436048700149741,0.12228811448370593,0.032759117799696626,0.010279548842515519,0.06162946486797261,0.10287050131098992,0.04076107084479746,0.08668313491194157,0.07575859597467353,0.06870615834186511,0.10421077454248374,0.005904511488627666
20,0.07657746356483845,0.11166291595763829,0.09566807450821474,0.046175292285792646,0.08091712861044374,0.08584091197984252,0.04238821764878671,0.06268628888084578,0.04387230833088337,0.07447373167359755,0.06722016510081238,0.018906730584358968,0.01455225822419869,0.055491709340028686,0.07937926844595132,0.04418753486376607
21,0.00741446006274053,0.02828735004780826,0.047530797342904614,0.09171311981073088,0.031403443641320423,0.10711820080528363,0.09974225897249366,0.09675627845786071,0.08062282450152357,0.03429190544660978,0.09915651076412779,0.04160172196357541,0.054968253109254364,0.05786620310547827,0.03385887312299933,0.08766779884528893
22,0.06633497506053813,0.058469919929213375,0.06618863377154005,0.04716960700180921,0.028875367828193874,0.029455418075913474,0.043523684920747256,0.08381140853163412,0.0806415475442624,0.0775330702711594,0.11037041088861556,0.10308096620720711,0.06768043355086455,0.10446576821833942,0.0026437439692292442,0.02975504423073285
23,0.11795358884845533,0.11596758265163051,0.06722000877551737,0.006740736004509629,0.06195721805126136,0.07031545566254414,0.12383866848882624,0.12463753333215292,0.02475838979334502,0.02060122014444345,0.11909310753887122,0.08124879009175848,0.042976484253337346,0.002107348044301974,0.013085067897574425,0.007498800421470621
24,0.06370020610448869,0.043012398942680184,0.03805441981799084,0.11619761272089073,0.045899392702791454,0.017881633672269567,0.06651203825370797,0.012233866734478994,0.044412499875645654,0.13919205761477066,0.008592472853182181,0.14335698450202888,0.0470438754850144,0.05630805349306819,0.030666622183865407,0.1269358650431263
25,0.07299471544259235,0.020020398228418244,0.008558920011919234,0.07718761546431406,0.045192774296055595,0.08453746112221495,0.04822867727991499,0.10023755977596585,0.008375089981427093,0.058985231400253885,0.03043113667024717,0.10894995566914722,0.09143530369129577,0.09355467491747044,0.05374052658525738,0.09756995946350598
26,0.07970766861438804,0.07135995012632987,0.08993359414351894,0.10227466297960539,0.12206098015286838,0.06820988583888705,0.03139421366758772,0.11791059484344774,0.007266121007137647,0.009194567727771955,0.013333288330848613,0.10581342718110205,0.03973184481647816,0.022940434497280025,0.08685157817897027,0.0320171878937783
27,0.06688233232084317,0.07735895913094372,0.03579163763647933,0.041566546165983015,0.08150591415676041,0.0942445673160275,0.12047001386317184,0.004059554859856479,0.06611802801833042,0.07413783567830484,0.006386103455344633,0.05424464376041728,0.1100540962067756,0.04497488870337666,0.10664025575645034,0.01556462297093482
28,0.043538929911478695,0.05938063503231934,0.07356694024392398,0.06239282440415942,0.05074397493059669,0.09008336224951248,0.02863368037857775,0.06835993871895653,0.0103333648499621,0.11278867425688541,0.04556338180009036,0.05817792471199723,0.021455037299546165,0.09980084061315851,0.09775968020271625,0.07742081039611903
29,0.07596646633544916,0.04599068135931471,0.06269606324771176,0.06111598249732744,0.044234387364311095,0.05739925818033858,0.032835680974296746,0.08459896070317205,0.016456645911614123,0.07522627360134787,0.013359054952362665,0.0025901022274508767,0.08762163496378962,0.11215426566625177,0.10364355860460524,0.12411098341065638
30,0.15207730534640984,0.032890708605813446,0.002243489870347528,0.011437248092434078,0.07756226663933082,0.11250880088592373,0.053391645714140644,0.006221587532890277,0.10427969147511758,0.02892417885000539,0.04294885454902324,0.06847466786920467,0.06599684704181706,0.06028439278523457,0.029574128511193738,0.15118418623111343
31,0.08014070447706556,0.007363760018100714,0.07548175816109329,0.08714341276513295,0.07562708611932055,0.04864667581928573,0.06138720441110463,0.09241889448236944,0.0815601727113297,0.06354712172317437,0.11231704577973689,0.054319713781731074,0.00754343964172987,0.07784664245131276,0.015251541214100777,0.05940482644341164
32,0.03393247711561608,0.05074764395688455,0.03185783291831645,0.10111540887050653,0.10879358688661135,0.046492023332483645,0.08502303984920213,0.055790039510293966,0.06876902041727245,0.06918295627047605,0.0013740051796665832,0.016168988987504605,0.09093179149133956,0.036756747126513487,0.08061579107731914,0.12244864700999343
33,0.10618287143898397,0.044002984373565195,0.017824848062129733,0.037277678157470705,0.08925877977332262,0.049557222907579884,0.028088026578287933,0.04577060285021753,0.10032322925509707,0.11576661654721344,0.06089161748127863,0.08860133727008548,0.04702632568736739,0.010042971712935132,0.13493353457604262,0.0244513533284227
34,0.08633948901810314,0.11286369610836902,0.007183753856777641,0.010978352355103763,0.1055706540899024,0.021977715922919017,0.038522842053178345,0.054825011992055216,0.05721639777930701,0.06004898941987004,0.07721903481893665,0.04643120441165672,0.118618795470559,0.02247390309375554,0.10446512869246415,0.07526503091704245
35,0.04162437155277653,0.07436025103315866,0.07913836557803955,0.12019933383523534,0.060709945685428784,0.06615126014683853,0.05010840341991213,0.015314917842428912,0.019255447584888636,0.06409409834555725,0.11852149680636384,0.10160924682116484,0.04424321604449332,0.012510577683712987,0.0321563937985022,0.10000267382149852
36,0.07074911715695016,0.04138911775810898,0.0405441644727165,0.04221110412134067,0.026667564720733273,0.10439346629371626,0.11070160566267484,0.05285368776772195,0.07305175432626258,0.1170919639128195,0.015568381865968007,0.045224782714357495,0.025755975592453493,0.055945929847495,0.08670510147529754,0.09114628231138375
37,0.058699738302257345,0.01426068258658388,0.1265679624561045,0.06965416059466306,0.009767714108172107,0.08122460066148109,0.06308729730826344,0.008469787423180154,0.03248477768424308,0.10013395608289932,0.11037032594833178,0.09979950388584549,0.016305245665607794,0.006625243517512358,0.11187618984210015,0.09067281393275443
38,0.11032469635826726,0.045664304234055264,0.010556332138757773,0.09441841284607984,0.06409767512370458,0.07872526873218462,0.06364626408577576,0.07868363582516383,0.05224597355237638,0.05379440356249406,0.05737048419425399,0.0696732745561105,0.07766078800799914,0.03322223236565768,0.07667725389105758,0.033239000526061616
39,0.06716429896627835,0.05208951178100836,0.04243459756902921,0.0844455802513796,0.006045661466460553,0.045172508091780444,0.03857636905754663,0.05396734826878731,0.01743915567386481,0.11520774067493629,0.04600780861877095,0.12242148351747653,0.006124951467940503,0.1546166652109148,0.06977287048233365,0.07851344890149196
40,0.031169852802378047,0.007243653920832492,0.049148340142193755,0.07201153851712935,0.1455802575062538,0.04972108474873231,0.012966305069725596,0.07885334777081181,0.09578119835213642,0.1401837325003685,0.014364052138795488,0.0780277852867992,0.006145463656116497,0.05604832225700731,0.07962375535064543,0.08313130998007404
41,0.03406385627509279,0.12451762650837794,0.06228810671820918,0.07992008761392301,0.09447674938327479,0.0014285073867703205,0.10466315484945315,0.10151406834204277,0.07756556013532605,0.02382324228425727,0.019641931327648,0.043711426084454934,0.03888818837137969,0.07408489997830682,0.10819493754018586,0.011217657201297405
42,0.05003068187390385,0.009436048141064546,0.0846492145285969,0.0740162763005915,0.06186186753182534,0.06809656384014236,0.048752433447104754,0.04281953121748567,0.11147536539981578,0.06906748097531931,0.09518239064122759,0.027170173117662094,0.12670961353695231,0.06320512672321348,0.018655894641602326,0.048871338083492054
43,0.1374143632159034,0.02952469604680778,0.04525038682964616,0.06493024070701918,0.038396819451867466,0.05672784483166235,0.13152047924256388,0.012333319777239636,0.04146798001479416,0.04968924280073351,0.04202811071104936,0.07898952030624073,0.07421613133965656,0.04469771525050221,0.016956233801177566,0.13585691567313604
44,7.601242263988182e-05,0.03596152514222834,0.034134114200645195,0.08827799338255737,0.0025683297594547563,0.11889789654015047,0.12288087374312408,0.06254811918240569,0.05132152100308234,0.07161047621977405,0.02702333923358336,0.11495442780384217,0.10034609614724264,0.006824408207254175,0.0818203165139452,0.08075455049807023
45,0.04221698673196073,0.04493620763354615,0.06743169925724951,0.03874861279880846,0.031494856222591336,0.04626592295929549,0.09542886590158836,0.12424985230180591,0.08931751324079518,0.1049045123223827,0.10833123067779014,0.023199151053594946,0.003459175047881919,0.005788233392125414,0.12423153684836347,0.04999564361022026
46,0.044147049292116124,0.029530930634976988,0.11580225364727115,0.1221512441131479,0.03357736864247955,0.06544436461258893,0.12721012327772,0.0730315654269183,0.03638763064015763,0.06573571217787814,0.0847339302263395,0.03217756783572288,0.02910727009085151,0.07065257777174264,0.007453431412364436,0.06285698019772415
47,0.1561081534818815,0.0029470687984033974,0.05381589922337307,0.04087678233367929,0.11285842930947927,0.023723293553095253,0.004676480472540426,0.027097408216410417,0.014941812897001945,0.0640974411777447,0.15102125952138595,0.11351360438200823,0.11002361176110736,0.019387266795979078,0.01520012108638175,0.08971136698952822
48,0.12397708051508091,0.041382864625316575,0.002038105469318979,0.10737257691725503,0.013067534696277432,0.08486128228235311,0.07198368940502252,0.08149915623628086,0.04782497690436887,0.07019576089868529,0.0755746387616577,0.03055892995378564,0.053863025928351925,0.07238923142301198,0.022875401014565887,0.10053574496866738
49,0.10313746312070543,0.0974005563436056,0.05493564174471315,0.022919241607588077,0.0038378391119805156,0.08004078194452666,0.08359479975340545,0.08508505647332969,0.022171812324872257,0.058361243973026895,0.042696496773209455,0.04604026703337775,0.06364958006564515,0.09251471000122663,0.07009641575673194,0.07351809397205533
50,0.06375035005333866,0.04673375449358793,0.0923972508155907,0.04028682282679082,0.07859348018405654,0.0777388379747261,0.0743562450464805,0.040967181057349894,0.05231964327799801,0.03376642897986353,0.0024005529029539592,0.0904481583958291,0.0478696025358485,0.09633932485732206,0.07885247655272745,0.08317989004553619
51,0.03298960526083133,0.024454322967383896,0.07772661696935457,0.084629926600884,0.09073402277728074,0.08206264494081958,0.0543291526794966,0.008506948609281959,0.09511375681755832,0.09983055968619942,0.09083734352161658,0.06340508665248595,0.061591030099747195,0.014707585699461267,0.1129214639076782,0.006159932809920376
52,0.14599866385048765,0.04596424207420424,0.02447971985271797,0.030804813242870193,0.13434441451133114,0.12210802419797331,0.00024973511974043264,0.019466589785361862,0.11884596819986648,0.00045510054001393326,0.0796411433606452,0.01601328155465492,0.14939973903614795,0.02223371058881518,0.07881906470808746,0.011175789377082001
53,0.043630050912899156,0.02071344046620988,0.11349923602828302,0.0333184303179456,0.06121502738652438,0.003389830814602073,0.11750303041724185,0.08510530762029168,0.06766228450705798,0.11394447591312135,0.08605724869872544,0.005863435775730358,0.045613585046989355,0.04690970304283575,0.05295449010599621,0.10262042294554594
54,0.04232382857206682,0.007736797126410729,0.026825812805600122,0.08514153571318457,0.11862192537101951,0.08996496422646948,0.1060319109959584,0.03425504067651862,0.1504434624186543,0.0718638522770198,0.09580417323840514,0.10570409575747042,0.03343194597128325,0.01266919819426085,0.009404410486080098,0.009777046169597854
55,0.09370522912871773,0.037532511075320275,0.0910067090758618,0.05211700350798333,0.00898966861065475,0.07651909685786283,0.04686009551565477,0.10212749147450072,0.05179277080265957,0.0086723337084451,0.09300211242689961,0.10342271887452872,0.05288873127819918,0.03483371462473541,0.04840683629787371,0.09812297674010244
56,0.011796459319833849,0.052232539137073854,0.08821936325435481,0.08293292230728842,0.07413977234478641,0.0715293627335923,0.030438419323032366,0.07381366086227713,0.03777515720123037,0.09656159784740255,0.02053925137349767,0.07735641771912784,0.11537848730814783,0.027145943165633186,0.02099170755698833,0.11914893854573298
57,0.07364984159850888,0.005856387658817303,0.01949262282839505,0.15082334697380972,0.15153690581152218,0.12170673580199294,0.047702283165789366,0.042181756404138675,0.04092264891661633,0.026548780155770876,0.00986533213863362,0.15193601146469798,0.005626287671135488,0.011107613025234333,0.1245383200862224,0.016505126298714878
58,0.058088760537075824,0.07064839586386082,0.08961427570530042,0.03685285533875801,0.008528757233194123,0.06880997171345674,0.06260821751944251,0.08428736957511175,0.02898524956738028,0.10087028312109399,0.07473958279541063,0.03355957500171636,0.07124262729051331,0.09266155064065294,0.021615521623132402,0.09688700647389996
59,0.015168288664739365,0.0988715681626305,0.1013699392815806,0.043634137551399554,0.10513999753878758,0.050925375799064844,0.09217310821854943,0.048936709881260226,0.11075850582767313,0.02957978354111991,0.04113041413950983,0.06017076604467608,0.05794100233229123,0.016701711271266243,0.04898200013866566,0.07851669160678586
60,0.0416215664776927,0.09068125038662403,0.12047258376099637,0.033427326772234534,0.03289249067047899,0.03299664629327754,0.09304238179451836,0.0027504877411112815,0.12506150654525808,0.07620421647840558,0.12502104870382438,0.011484316418769923,0.08945982359789813,0.0037229077555783153,0.07704331886081948,0.04411812774251232
61,0.014776481298498602,0.10477698762666528,0.046127363835951105,0.10432955604965594,0.07040888029786956,0.0871373875384821,0.04079931845698386,0.09942447585862361,0.022109702732914287,0.13426844709238175,0.003438768319191956,0.12945538164402576,0.023836641072391036,0.00899747089214509,0.07394858264032513,0.03616455464389488
62,0.03111469653298381,0.11327977620489187,0.076679011535169,0.07182819654567764,0.10858657921866809,0.01956282647889909,0.08935659779859215,0.11096586826891541,0.0639391503803768,0.0007285472870983803,0.09999191305383091,0.03992271860426102,0.034781331917096904,0.0980205594672903,0.019336265104684246,0.021905961601564307
63,0.04240106251928406,0.09286984040096131,0.06330897826573846,0.006490443428574185,0.110604217026403,0.09409898340202387,0.0001902569114068337,0.05063483649190301,0.10996389951497261,0.02304423125869243,0.0668636158176743,0.08778747321658573,0.007458116260899425,0.12660274683684367,0.1155038630292849,0.002177435618752275
64,0.07160711879527391,0.019627855904077663,0.04188937876085916,0.14014053169226498,0.024942637359399493,0.029990334801304884,0.11487102873541284,0.03659423727738028,0.02331969233744762,0.13200213337120967,0.05495598700912403,0.0642246035208987,0.0809020762014715,0.06435340739438689,0.010698193676872239,0.08988078316261613
65,0.033172952226230935,0.030701762288089803,0.040196393701869976,0.06478771646106488,0.10573811511046427,0.05660555501567437,0.08126301248858188,0.09126134159396694,0.09316185091714504,0.08418756820383293,0.05840444934983007,0.1046446094411655,0.0030115937394558255,0.05931127921897062,0.07515179238552847,0.01840000785812853
66,0.029899590181194886,0.03963085993354977,0.008595347615217581,0.036606344066392515,0.11828715077731436,0.1184081475360369,0.10829277987522437,0.0008062998996737417,0.05132535899520763,0.07290405967271989,0.06642552608493107,0.07686106158440809,0.1070578089868906,0.12557868509748635,0.03582975503841233,0.003491224655339788
67,0.0688885457265251,0.11356765613944485,0.07616447179986995,0.055716724918828904,0.0952108569451498,0.09627900325080395,0.03484488244666024,0.034746412709866586,0.019808885262643308,0.004689798595029678,0.008787490829213398,0.07357226475576892,0.10310488224465511,0.10940560421683512,0.08989974544476807,0.01531277471393703
68,0.05534403530584084,0.03938557052879103,0.1374309522403073,0.10339419102107751,0.0001965112986259004,0.004216062672626727,0.11311779559989824,0.060370348253556666,0.12174213106497735,0.1401727254915362,0.020571299918743725,0.002903716467852305,0.012609493342964696,0.007583286692651487,0.13675921698813376,0.04420266311241621
69,0.0036281671409902697,0.09484633888137348,0.073503872971689,0.08002672059632013,0.020884349879544968,0.026969270385503143,0.11262211370508657,0.11236450080416142,0.047796831434717316,0.11033783745483897,0.11409473372676182,0.06455147110883727,0.051186758990228856,0.002656732222872255,0.07742542245255958,0.007104878244515055
70,0.03897165823635256,0.10948895881532678,0.0347622235299025,0.12034425386206897,0.04115110503538077,0.08509809993645506,0.07188002411530484,0.11925730950601464,0.021308357273781373,0.10389348497457283,0.018834440775233396,0.10307744602086832,0.04740240409788814,0.03388722464783536,0.014126106846734123,0.036516902326280354
71,0.10524244927818711,0.04436363853015503,0.09358029551881243,0.08129124918421508,0.0738074304396181,0.061659714265176344,0.07291519077453915,0.09724658632118444,0.012649417271463972,0.029583153720798963,0.045282581100646,0.01786831452989519,0.0857013956846107,0.02408078127889821,0.09027912867116902,0.06444867343063032
72,0.03297443469842187,0.09836143919752732,0.029819811961192492,0.006824445955817927,0.1007760056526513,0.026810724534631278,0.02025205123595824,0.05703347016857033,0.06819630156866406,0.10362175460708069,0.12769305283098908,0.08318014965248842,0.06276234057031924,0.1252686963169204,0.009826369963748987,0.046598951085018256
73,0.08213430873672836,0.04563981492599568,0.05840834268469913,0.0735680812312447,0.07331903999774686,0.10636933701211249,0.030198462952507395,0.11210662209242486,0.10006144380159822,0.1055908054883441,0.05813942384906247,0.03660412001302789,0.0001461600110923256,0.02347556274861684,0.07477066948960456,0.019467804965193996
74,0.07469610643142288,0.029042193647284074,0.07267510049338056,0.01865925428096552,0.12339181016192355,0.05592628404816218,0.07782005240723203,0.09514021902029433,0.10338173093312003,0.03867237689871815,0.03288417112555749,0.006998258742435486,0.09887013176374342,0.040419511436522705,0.07737454734936283,0.05404825125987477
75,0.08601275802969045,0.10491504798161104,0.10861794602416858,0.03709085713090641,0.055497368542531775,0.021018401291084857,0.056779720340697545,0.008819630132150352,0.06518460365191901,0.03391546833619961,0.029815829520828344,0.10754490507795543,0.06093030692389936,0.05937786386500908,0.061016417465402074,0.10346287568594602
76,0.04074573607931926,0.10098400282634831,0.09144433223099957,0.06016633232894263,0.08353999757756989,0.0695372300424942,0.07391042551332909,0.04543658032062294,0.10338727349440939,0.034144436507148906,0.04916442314819965,0.059091408045835465,0.08378962114372818,0.050053132537649245,0.00589342939722713,0.04871163880617627
77,0.053521742196743605,0.11704581795537024,0.009161617649460137,0.053196834758074005,0.020825815135104085,0.014441011894221173,0.024403657276134003,0.06124899996740709,0.12581822586653926,0.08461330026864179,0.034421744470079264,0.048122653156297664,0.10135482839048321,0.11496222572299142,0.11138670242313962,0.02547482286931351
78,0.09237170440773801,0.08737061893749087,0.006875111853116879,0.06704709753394468,0.06282170742387541,0.02944378276973116,0.02865373228030395,0.08078604157355683,0.08444253341450303,0.059104338425590264,0.06434796341976727,0.08679272423923579,0.0837838612026465,0.016764604260796317,0.04381946085953556,0.1055747173981675
79,0.04267223476094259,0.04767029624784077,0.0897203538687569,0.09573556870361107,0.06639493481498228,0.005904019090753519,0.045239995483630606,0.0021325583550508734,0.06207788184468476,0.0315547938684682,0.10037170799169731,0.050670487398174334,0.0986696112039935,0.055913612676985955,0.08606105617377673,0.1192108875166506
80,0.12446732558549198,0.04705067854099733,0.07062615710923877,0.02714256779056936,0.05565952302257773,0.10821841559104473,0.02747078835400103,0.03980511128481718,0.04827347246958985,0.10447564852128922,0.10058444794993111,0.11313517490663424,0.00021879793588245813,0.036354884997234396,0.005710144975829725,0.0908068609648709
81,0.027572885435214,0.04108003613389491,0.058927410797491885,0.10213714401034794,0.11771650048452517,0.0414894382308469,0.08237030694149407,0.017435875266974234,0.08978940458960957,0.0461573598740186,0.11415538609767804,0.0744253565177008,0.06325165503792206,0.07648397972064365,0.04615775529901588,0.000849505562622257
82,0.0339993897264999,0.052564868204524016,0.0989473347193344,0.00921506068808941,0.05227188364374567,0.03398170033871646,0.08549717395378621,0.03974887597230974,0.033169028379682594,0.037670761859859785,0.09117594801499065,0.10455254337381215,0.09483657013783499,0.06567351129343955,0.08750226453717273,0.07919308515620171
83,0.0370488471362465,0.10740628465994688,0.022363032247399096,0.027754041204807473,0.08333595029049463,0.09708204985800382,0.07085371974616063,0.012132033139502868,0.06287900966522844,0.020388819241517104,0.022085435528560626,0.10111696211604648,0.11194362892605628,0.04983830960925183,0.0984726077112391,0.0752992689195382
84,0.08892105707396858,0.005572657488453846,0.0779801401875143,0.0594332651965784,0.06164209070945726,0.0572545206871977,0.08222269617415245,0.08469493951717362,0.09164943515392181,0.04189993251585649,0.10404974565627793,0.017208260640100635,0.002283662495315358,0.1070024645097484,0.010349130143952466,0.1078360018503307
85,0.0881954665568134,0.06795253016309202,0.0246638555076837,0.10705273241662351,0.10831299419131092,0.07173364308736656,0.07668337802712143,0.04600510345195649,0.01734721742533263,0.04644042150134107,0.05745979360364208,0.009636219309858347,0.052253334798801974,0.05744596773002486,0.09163289088735545,0.07718445134167554
86,0.04377399738509966,0.07554769267185574,0.004621641235103329,0.08961079546148674,0.006028012913756836,0.0103276948345272,0.1171408203926746,0.04892296311610428,0.07487617465516565,0.06599324857019635,0.10772005935654626,0.05591753232210618,0.008409285450920066,0.1052272592552887,0.10554567473257347,0.080337147646595
87,0.07550773867260088,0.048722903836752776,0.09053530348134224,0.003973473594754515,0.10947422162973665,0.026369508700014158,0.08322087872336348,0.08069206868910118,0.09077399955842162,0.01723424758909834,0.0733969292660314,0.07618036609028539,0.09059530175894275,0.029411635924358095,0.053624745139670645,0.05028667734552593
88,0.08703193289770733,0.060840418638061895,0.15128185524921553,0.14137140522771788,0.03919901323375947,0.05800958197014774,0.01803025965942419,0.013484325197800498,0.0038743272441970817,0.018690683423432317,0.04456826413632062,0.043447260280383856,0.14857984865839657,0.05142278422203658,0.06439236519987508,0.05577567476152335
89,0.08593260997108755,0.07615724808907494,0.15088941183607063,0.15321835098758035,0.0437109112405133,0.005336955764318982,0.02594857153690958,0.02370691078549956,0.029823159092631845,0.04976572127473809,0.0067453423075200586,0.1382904439151914,0.0385788769671662,0.0300918586719035,0.01948184672695619,0.1223217808328377
90,0.001244670010497397,0.015423505271526274,0.05149700811826808,0.027850323606261374,0.10553850577252254,0.0009588070397521755,0.15485399210010728,0.188027733029778,0.14987662909200858,0.051887626979767155,0.0009794841552809245,0.053786790603950634,0.14685139483704124,0.020395397507218867,0.008014732180679248,0.02281339969534036
91,0.06545013805865355,0.10568436380638797,0.056113390616717294,0.11606628415679666,0.04997987899106967,0.12584186146115242,0.018742314350031576,0.032412443352424734,0.04331485261493238,0.06906501449343959,0.07686570486201182,0.04570936618165089,0.03193247773587731,0.04444930803186971,0.09851401801107681,0.019858583275907594
92,0.09936331384366884,0.10728284169996154,0.12090478388838417,0.06770266427616346,0.015785589036306166,0.011888431378270536,0.09137551610756225,0.07294913133917647,0.02851688400897325,0.01697868527547064,0.024701495203761463,0.06850625595125175,0.08395243148963648,0.05682925759257097,0.09622170412709305,0.03704101478174899
